,OBJECTID,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,MONTH
246813,246814,SADDLE,2005,2005-08-02,214,1759.0,1,Lightning,2453614.5,244.0,1550.0,121149.0,G,62.1167,-159.15,1,BLM,AK,,,,8
246815,246816,GAGARYAH 2,2009,2009-07-03,184,1458.0,1,Lightning,2455060.5,229.0,1615.0,19690.0,G,61.6528,-155.3783,1,BLM,AK,,,,7
246816,246817,BIG RIVER,2009,2009-07-05,186,1735.0,1,Lightning,2455080.5,249.0,1500.0,33262.0,G,62.2794,-154.7431,1,BLM,AK,,,,7
305109,305110,WITCH,2000,2000-04-19,110,1312.0,1,Lightning,2451742.5,199.0,1230.0,0.1,A,65.1997,-141.7357,3,NPS,AK,,,,4
305128,305129,FOX,2000,2000-06-07,159,1401.0,1,Lightning,2451732.5,189.0,1725.0,1.0,B,65.0306,-141.3212,9,TRIBAL,AK,,,,6
305130,305131,N FORK CHA,2000,2000-06-09,161,1435.0,1,Lightning,2451711.5,168.0,1647.0,7.0,B,67.4663,-146.9194,4,FWS,AK,,,,6
305131,305132,MOSQUITO C,2000,2000-06-09,161,1600.0,1,Lightning,2451705.5,162.0,1000.0,8.0,B,65.5996,-144.5525,7,STATE,AK,,,,6
305132,305133,DALL,2000,2000-06-09,161,1717.0,1,Lightning,2451807.5,264.0,1030.0,12864.0,G,66.1287,-149.4759,9,TRIBAL,AK,,,,6
305133,305134,WILD,2000,2000-06-09,161,1750.0,1,Lightning,2451746.5,203.0,1330.0,4635.0,F,67.2043,-151.4147,7,STATE,AK,,,,6
305134,305135,BIG CREEK,2000,2000-06-09,161,1845.0,1,Lightning,2451705.5,162.0,1500.0,1.0,B,65.7995,-153.5209,1,BLM,AK,,,,6
305135,305136,NELSON LAK,2000,2000-06-10,162,1755.0,1,Lightning,2451725.5,182.0,1440.0,5.0,B,66.6497,-142.986,4,FWS,AK,,,,6
305136,305137,SPIRIT LAKE,2000,2000-06-10,162,1845.0,1,Lightning,2451802.5,259.0,919.0,97271.0,G,63.9503,-153.0351,1,BLM,AK,,,,6
305137,305138,HAHANUDAN,2000,2000-06-10,162,1900.0,1,Lightning,2451714.5,171.0,2106.0,10.0,C,65.7328,-155.6693,4,FWS,AK,,,,6
305138,305139,INDIAN RIV,2000,2000-06-10,162,1928.0,1,Lightning,2451705.5,162.0,2300.0,3.0,B,65.8611,-154.2404,4,FWS,AK,,,,6
305139,305140,TAKHAKHDON,2000,2000-06-10,162,1932.0,1,Lightning,2451713.5,170.0,1615.0,20.0,C,65.5911,-154.5023,4,FWS,AK,,,,6
305140,305141,PURCELL,2000,2000-06-10,162,1942.0,1,Lightning,2451722.5,179.0,1800.0,651.0,E,66.1328,-156.636,1,BLM,AK,,,,6
305141,305142,PEAVEY CRE,2000,2000-06-10,162,2028.0,1,Lightning,2451706.5,163.0,600.0,7.0,B,66.652,-151.8866,4,FWS,AK,,,,6
305142,305143,SLOKENJIKH,2000,2000-06-10,162,2053.0,1,Lightning,2451706.5,163.0,1637.0,115.0,D,65.8345,-152.7876,1,BLM,AK,,,,6
305143,305144,BEAR CREEK,2000,2000-06-10,162,2058.0,1,Lightning,2451706.5,163.0,600.0,2.0,B,65.1828,-152.2342,9,TRIBAL,AK,,,,6
305144,305145,TITNA RIVE,2000,2000-06-10,162,2112.0,1,Lightning,2451711.5,168.0,1410.0,20.0,C,64.3286,-152.5441,1,BLM,AK,,,,6
305145,305146,INDIAN R 2,2000,2000-06-10,162,2134.0,1,Lightning,2451706.5,163.0,1100.0,0.7,B,65.8895,-154.1359,9,TRIBAL,AK,,,,6
305146,305147,BENT TREE,2000,2000-06-11,163,1459.0,1,Lightning,2451748.5,205.0,1306.0,241.0,D,64.5761,-151.5607,7,STATE,AK,,,,6
305148,305149,LAKE 595,2000,2000-06-11,163,2008.0,1,Lightning,2451716.5,173.0,1236.0,0.1,A,66.1329,-147.3692,4,FWS,AK,,,,6
305149,305150,HARD LUCK,2000,2000-06-12,164,1150.0,1,Lightning,2451731.5,188.0,1715.0,436.0,E,65.283,-141.619,3,NPS,AK,,,,6
305150,305151,PREACHER C,2000,2000-06-12,164,2036.0,1,Lightning,2451711.5,168.0,1726.0,2.0,B,65.9469,-145.1886,4,FWS,AK,,,,6
305151,305152,BEAVER CRE,2000,2000-06-13,165,1313.0,1,Lightning,2451802.5,259.0,915.0,3379.0,F,64.7596,-146.4649,6,OTHER FEDERAL,AK,,,,6
305152,305153,TENMILE CR,2000,2000-06-13,165,1313.0,1,Lightning,2451715.5,172.0,2300.0,733.5,E,65.2411,-152.2031,9,TRIBAL,AK,,,,6
305153,305154,TRANSMITTE,2000,2000-06-13,165,1515.0,1,Lightning,2451709.5,166.0,200.0,3.0,B,64.8129,-147.0641,6,OTHER FEDERAL,AK,,,,6
305154,305155,ILLINOIS C,2000,2000-06-13,165,1552.0,1,Lightning,2451708.5,165.0,1839.0,5.0,B,65.2328,-153.0242,1,BLM,AK,,,,6
305155,305156,GRANT CREE,2000,2000-06-13,165,1553.0,1,Lightning,2451802.5,259.0,921.0,19247.0,G,65.2453,-153.0014,9,TRIBAL,AK,,,,6
305156,305157,MOOSEHEART,2000,2000-06-13,165,1653.0,1,Lightning,2451721.5,178.0,1644.0,145.0,D,64.7495,-151.1358,7,STATE,AK,,,,6
305157,305158,ZITZIANA,2000,2000-06-13,165,1653.0,1,Lightning,2451806.5,263.0,800.0,164387.0,G,64.7231,-151.1924,7,STATE,AK,,,,6
305158,305159,TORGNY,2000,2000-06-13,165,1740.0,1,Lightning,2451783.5,240.0,1800.0,1377.0,F,65.8147,-143.9816,9,TRIBAL,AK,,,,6
305159,305160,JEFFERSON,2000,2000-06-13,165,2017.0,1,Lightning,2451712.5,169.0,1557.0,2.0,B,65.8233,-143.8386,1,BLM,AK,,,,6
305161,305162,UCHUGRAK,2000,2000-06-13,165,2200.0,1,Lightning,2451716.5,173.0,1913.0,785.0,E,68.016,-161.5363,3,NPS,AK,,,,6
305162,305163,TOLOVANA D,2000,2000-06-14,166,1055.0,1,Lightning,2451802.5,259.0,915.0,704.0,E,65.2718,-148.7672,7,STATE,AK,,,,6
305163,305164,TOLOVANA F,2000,2000-06-14,166,1515.0,1,Lightning,2451802.5,259.0,1030.0,3645.0,F,65.2846,-148.6641,7,STATE,AK,,,,6
305164,305165,BERING CREEK,2000,2000-06-14,166,1745.0,1,Lightning,2451802.5,259.0,915.0,141497.0,G,64.9283,-153.4117,4,FWS,AK,,,,6
305165,305166,POINT NO P,2000,2000-06-14,166,1830.0,1,Lightning,2451718.5,175.0,1311.0,30.0,C,65.7154,-150.1014,9,TRIBAL,AK,,,,6
305166,305167,WINTER ROA,2000,2000-06-14,166,1904.0,1,Lightning,2451718.5,175.0,1330.0,364.0,E,66.6437,-151.1646,4,FWS,AK,,,,6
305168,305169,CROOKED CR,2000,2000-06-14,166,2100.0,1,Lightning,2451718.5,175.0,1430.0,268.0,D,65.6826,-151.7748,1,BLM,AK,,,,6
305169,305170,FISH RIVER,2000,2000-06-19,171,1712.0,1,Lightning,2451715.5,172.0,200.0,20.0,C,64.9659,-163.1359,1,BLM,AK,,,,6
305170,305171,KLATSUTA,2000,2000-06-20,172,1905.0,1,Lightning,2451717.5,174.0,1800.0,5.0,B,65.0492,-153.6258,9,TRIBAL,AK,,,,6
305171,305172,FORKS,2000,2000-06-22,174,1612.0,1,Lightning,2451745.5,202.0,1309.0,167.0,D,66.2804,-148.8818,4,FWS,AK,,,,6
305173,305174,FORAKER,2000,2000-06-23,175,1538.0,1,Lightning,2451767.5,224.0,1800.0,17956.0,G,63.7172,-152.1232,3,NPS,AK,,,,6
305174,305175,COLUMBIA,2000,2000-06-23,175,2027.0,1,Lightning,2451719.5,176.0,1600.0,5.0,B,60.7493,-160.919,4,FWS,AK,,,,6
305175,305176,BEAVER CR,2000,2000-06-24,176,1546.0,1,Lightning,2451753.5,210.0,1400.0,1159.0,F,64.7829,-146.2691,7,STATE,AK,,,,6
305176,305177,OTTER CREE,2000,2000-06-24,176,2230.0,1,Lightning,2451767.5,224.0,1800.0,11566.0,G,63.9009,-150.809,3,NPS,AK,,,,6
305177,305178,BEARPAW MT,2000,2000-06-24,176,2230.0,1,Lightning,2451806.5,263.0,1030.0,39072.0,G,64.0828,-150.9024,1,BLM,AK,,,,6
305178,305179,FLUME CREE,2000,2000-06-24,176,2240.0,1,Lightning,2451721.5,178.0,700.0,2.0,B,63.9995,-150.7857,7,STATE,AK,,,,6
305179,305180,YUKONCREEK,2000,2000-06-25,177,900.0,1,Lightning,2451744.5,201.0,1500.0,61291.0,G,64.1993,-158.0525,7,STATE,AK,,,,6
305180,305181,UPPER OTTE,2000,2000-06-25,177,1000.0,1,Lightning,2451734.5,191.0,2000.0,4726.0,F,63.8423,-150.7743,3,NPS,AK,,,,6
305181,305182,NATLARATLE,2000,2000-06-25,177,1040.0,1,Lightning,2451744.5,201.0,1530.0,8541.0,G,65.1494,-156.8025,4,FWS,AK,,,,6
305182,305183,BOX RIVER,2000,2000-06-25,177,1248.0,1,Lightning,2451737.5,194.0,1940.0,5532.0,G,65.2493,-159.1193,1,BLM,AK,,,,6
305183,305184,SOUTH FORK,2000,2000-06-26,178,1525.0,1,Lightning,2451722.5,179.0,1700.0,0.1,A,64.716,-158.3192,9,TRIBAL,AK,,,,6
305184,305185,CHITSIA,2000,2000-06-26,178,1530.0,1,Lightning,2451787.5,244.0,2000.0,9330.0,G,63.9526,-150.5023,3,NPS,AK,,,,6
305185,305186,MIDDLE FK,2000,2000-06-26,178,1708.0,1,Lightning,2451731.5,188.0,1535.0,7.0,B,62.616,-154.6523,1,BLM,AK,,,,6
305186,305187,GRAND CREEK,2000,2000-06-27,179,1608.0,1,Lightning,2451802.5,259.0,928.0,93317.0,G,64.565,-152.9649,4,FWS,AK,,,,6
305190,305191,VICTOR ISL,2000,2000-07-08,190,1913.0,1,Lightning,2451784.5,241.0,1346.0,20.0,C,66.2713,-147.7776,9,TRIBAL,AK,,,,7
305191,305192,POCHAHONTA,2000,2000-07-08,190,2202.0,1,Lightning,2451734.5,191.0,330.0,2.0,B,65.9953,-153.9468,9,TRIBAL,AK,,,,7
305192,305193,BLIND RIVE,2000,2000-07-09,191,2044.0,1,Lightning,2451738.5,195.0,1900.0,4.0,B,65.1542,-152.797,7,STATE,AK,,,,7
305193,305194,DALL RIVER,2000,2000-07-10,192,1143.0,1,Lightning,2451784.5,241.0,1404.0,845.0,E,66.154,-149.2248,4,FWS,AK,,,,7
305194,305195,BIG CREEK,2000,2000-07-10,192,1801.0,1,Lightning,2451744.5,201.0,1332.0,1981.0,F,65.3344,-154.5998,7,STATE,AK,,,,7
305195,305196,MELOZIMORA,2000,2000-07-10,192,1820.0,1,Lightning,2451738.5,195.0,1304.0,1.0,B,65.5397,-153.017,1,BLM,AK,,,,7
305196,305197,CANOE,2000,2000-07-10,192,2037.0,1,Lightning,2451738.5,195.0,1334.0,2.0,B,66.8828,-154.1527,9,TRIBAL,AK,,,,7
305197,305198,BATZTOA LA,2000,2000-07-10,192,2044.0,1,Lightning,2451738.5,195.0,1322.0,15.0,C,66.2028,-154.0443,9,TRIBAL,AK,,,,7
305198,305199,SMITHS SLO,2000,2000-07-11,193,1304.0,1,Lightning,2451802.5,259.0,929.0,675.0,E,64.7011,-154.5058,4,FWS,AK,,,,7
305200,305201,GOLOVNIN,2000,2000-07-13,195,1505.0,1,Lightning,2451739.5,196.0,400.0,3.0,B,64.6659,-163.3026,9,TRIBAL,AK,,,,7
305203,305204,SAM CHARLE,2000,2000-08-03,216,1540.0,1,Lightning,2451784.5,241.0,1430.0,6.0,B,64.7115,-148.1349,6,OTHER FEDERAL,AK,,,,8
305205,305206,WINDY PT 2,2000,2000-08-20,233,1458.0,1,Lightning,2451778.5,235.0,725.0,0.2,A,60.1328,-150.8355,4,FWS,AK,,,,8
305233,305234,NAYUKA,2001,2001-06-06,157,1921.0,1,Lightning,2452067.5,158.0,1700.0,2.0,B,65.6161,-155.1193,4,FWS,AK,,,,6
305237,305238,KILIOVILIK,2001,2001-06-11,162,2010.0,1,Lightning,2453172.5,168.0,1719.0,100.0,D,66.5661,-157.5194,1,BLM,AK,,,,6
305238,305239,KUPARUK RI,2001,2001-06-13,164,1735.0,1,Lightning,2452095.5,186.0,1800.0,844.7,E,69.0263,-149.5637,1,BLM,AK,,,,6
305239,305240,HIDEOUT TR,2001,2001-06-15,166,1100.0,1,Lightning,2452075.5,166.0,1830.0,0.1,A,60.4661,-150.1521,4,FWS,AK,,,,6
305247,305248,TREE,2001,2001-06-20,171,2031.0,1,Lightning,2452080.5,171.0,2305.0,0.1,A,59.7827,-154.8022,9,TRIBAL,AK,,,,6
305248,305249,NUSHAGAK,2001,2001-06-21,172,1647.0,1,Lightning,2452081.5,172.0,2300.0,5.0,B,59.1993,-157.6022,9,TRIBAL,AK,,,,6
305250,305251,NORTH FORK,2001,2001-06-21,172,2050.0,1,Lightning,2452122.5,213.0,1350.0,0.5,B,63.9881,-152.5724,7,STATE,AK,,,,6
305252,305253,NEWHALEN,2001,2001-06-22,173,1648.0,1,Lightning,2452083.5,174.0,833.0,3.5,B,59.716,-154.9855,9,TRIBAL,AK,,,,6
305257,305258,EDDYCREEK,2001,2001-06-25,176,1620.0,1,Lightning,2452105.5,196.0,1700.0,1793.0,F,64.2494,-157.5858,7,STATE,AK,,,,6
305258,305259,ZIMMERMAN,2001,2001-06-26,177,1355.0,1,Lightning,2452106.5,197.0,1542.0,504.0,E,67.1996,-147.2527,7,STATE,AK,,,,6
305261,305262,MYSTERY H,2001,2001-06-28,179,1813.0,1,Lightning,2452094.5,185.0,1800.0,697.0,E,60.5661,-150.2188,4,FWS,AK,,,,6
305262,305263,THURMAN CK,2001,2001-06-28,179,1823.0,1,Lightning,2452101.5,192.0,1800.0,15.0,C,60.6327,-150.1188,4,FWS,AK,,,,6
305264,305265,MUCHA LAKE,2001,2001-07-01,182,1635.0,1,Lightning,2452092.5,183.0,600.0,1.5,B,65.2528,-150.9739,7,STATE,AK,,,,7
305266,305267,TITNA,2001,2001-07-02,183,1620.0,1,Lightning,2452122.5,213.0,1410.0,80.0,C,64.3636,-153.5735,4,FWS,AK,,,,7
305268,305269,JACK WHITE,2001,2001-07-03,184,1730.0,1,Lightning,2452094.5,185.0,1800.0,32.0,C,66.9832,-151.1838,9,TRIBAL,AK,,,,7
305297,305298,GALATEA CR,2002,2002-05-22,142,1858.0,1,Lightning,2452480.5,206.0,1600.0,74511.0,G,63.8844,-157.1508,7,STATE,AK,,,,5
305302,305303,BEAR CREEK,2002,2002-05-26,146,1857.0,1,Lightning,2452484.5,210.0,1200.0,59939.0,G,63.6994,-156.3357,7,STATE,AK,,,,5
305304,305305,HONEYMOON,2002,2002-05-27,147,1502.0,1,Lightning,2452424.5,150.0,1000.0,10.0,C,63.7326,-159.4024,7,STATE,AK,,,,5
305307,305308,SCOW HARRY,2002,2002-05-27,147,2132.0,1,Lightning,2452445.5,171.0,1305.0,10.0,C,63.1661,-154.5023,9,TRIBAL,AK,,,,5
305309,305310,MUD,2002,2002-05-31,151,1754.0,1,Lightning,2452452.5,178.0,1600.0,120.0,D,65.5259,-149.1272,7,STATE,AK,,,,5
305310,305311,NAGEETHLUK,2002,2002-06-03,154,1320.0,1,Lightning,2452429.5,155.0,1100.0,625.0,E,62.1326,-161.7191,4,FWS,AK,,,,6
305311,305312,HAHA,2002,2002-06-03,154,1448.0,1,Lightning,2452433.5,159.0,1635.0,74.3,C,65.5292,-153.0681,1,BLM,AK,,,,6
305312,305313,RUBY SLOUG,2002,2002-06-03,154,1945.0,1,Lightning,2452429.5,155.0,2000.0,5.2,B,64.6444,-155.9741,7,STATE,AK,,,,6
305314,305315,SULUKNA,2002,2002-06-04,155,1650.0,1,Lightning,2452529.5,255.0,1045.0,30372.0,G,63.7961,-154.2457,1,BLM,AK,,,,6
305315,305316,HAYSTACK,2002,2002-06-05,156,1452.0,1,Lightning,2452434.5,160.0,1250.0,10.0,C,64.1328,-152.519,1,BLM,AK,,,,6
305316,305317,SISCHU,2002,2002-06-05,156,1455.0,1,Lightning,2452549.5,275.0,800.0,128983.1,G,64.1353,-152.5418,1,BLM,AK,,,,6
305317,305318,MUCHA,2002,2002-06-05,156,1505.0,1,Lightning,2452436.5,162.0,1800.0,0.5,B,64.2367,-150.9615,7,STATE,AK,,,,6
305318,305319,TOKLAT,2002,2002-06-05,156,1515.0,1,Lightning,2452431.5,157.0,100.0,7.1,B,64.5051,-150.2863,1,BLM,AK,,,,6
305319,305320,SLED ROAD,2002,2002-06-05,156,1638.0,1,Lightning,2452431.5,157.0,800.0,5.0,B,64.1903,-150.3057,7,STATE,AK,,,,6
305320,305321,BOUNDARY,2002,2002-06-05,156,1707.0,1,Lightning,2452461.5,187.0,1628.0,12.0,C,64.7226,-148.0766,6,OTHER FEDERAL,AK,,,,6
305321,305322,19 MILE,2002,2002-06-05,156,1718.0,1,Lightning,2452431.5,157.0,618.0,0.5,B,64.0976,-150.2712,7,STATE,AK,,,,6
305322,305323,SHEENJEK,2002,2002-06-06,157,1650.0,1,Lightning,2452548.5,274.0,900.0,17933.0,G,67.3427,-144.356,4,FWS,AK,,,,6
305323,305324,JOHN HANSE,2002,2002-06-06,157,1811.0,1,Lightning,2452536.5,262.0,830.0,25734.0,G,64.2431,-151.4979,1,BLM,AK,,,,6
305325,305326,SHAM,2002,2002-06-07,158,1447.0,1,Lightning,2452443.5,169.0,1000.0,5.0,B,65.3329,-147.4691,1,BLM,AK,,,,6
305326,305327,WILBER,2002,2002-06-07,158,2212.0,1,Lightning,2452452.5,178.0,1530.0,0.1,A,65.3718,-148.5355,7,STATE,AK,,,,6
305327,305328,GESKAKMINA,2002,2002-06-08,159,1524.0,1,Lightning,2452547.5,273.0,1330.0,257549.0,G,64.6403,-150.4502,7,STATE,AK,,,,6
305328,305329,BIG MUD,2002,2002-06-08,159,1825.0,1,Lightning,2452534.5,260.0,1300.0,39862.0,G,64.4828,-153.0358,4,FWS,AK,,,,6
305330,305331,GLOBE,2002,2002-06-09,160,1233.0,1,Lightning,2452443.5,169.0,1000.0,323.0,E,65.3837,-147.9742,1,BLM,AK,,,,6
305331,305332,WILLOW CK,2002,2002-06-09,160,1300.0,1,Lightning,2452453.5,179.0,1603.0,0.5,B,64.6507,-148.0474,6,OTHER FEDERAL,AK,,,,6
305332,305333,EKIEK CR,2002,2002-06-10,161,2220.0,1,Lightning,2452439.5,165.0,1510.0,40.0,C,66.3827,-158.636,4,FWS,AK,,,,6
305333,305334,HORSEFLY C,2002,2002-06-11,162,1154.0,1,Lightning,2452440.5,166.0,1440.0,152.0,D,62.978,-157.7218,4,FWS,AK,,,,6
305335,305336,PASTOLIK,2002,2002-06-15,166,1001.0,1,Lightning,2452441.5,167.0,1400.0,101.0,D,62.8792,-163.2758,4,FWS,AK,,,,6
305336,305337,ANVIK MTN,2002,2002-06-15,166,1309.0,1,Lightning,2452441.5,167.0,200.0,0.3,B,62.8012,-160.0757,2,BIA,AK,,,,6
305338,305339,SQUIRREL,2002,2002-06-16,167,1840.0,1,Lightning,2452470.5,196.0,1715.0,22.0,C,66.4469,-144.8865,9,TRIBAL,AK,,,,6
305339,305340,AROPUK,2002,2002-06-18,169,1015.0,1,Lightning,2452476.5,202.0,1200.0,19322.0,G,61.2992,-163.669,4,FWS,AK,,,,6
305340,305341,RAY RIVER,2002,2002-06-18,169,1344.0,1,Lightning,2452452.5,178.0,1630.0,3.0,B,65.9179,-150.3326,7,STATE,AK,,,,6
305341,305342,BIGWALDREN,2002,2002-06-19,170,1232.0,1,Lightning,2452476.5,202.0,1951.0,11401.0,G,62.366,-156.5857,1,BLM,AK,,,,6
305342,305343,LITTLE GEO,2002,2002-06-19,170,1232.0,1,Lightning,2452447.5,173.0,2100.0,30.0,C,62.3827,-156.719,1,BLM,AK,,,,6
305343,305344,GALATEA2,2002,2002-06-20,171,1304.0,1,Lightning,2452484.5,210.0,1535.0,403.0,E,63.8563,-157.6827,4,FWS,AK,,,,6
305344,305345,MOOSE CR,2002,2002-06-21,172,1838.0,1,Lightning,2452484.5,210.0,1510.0,5275.0,G,64.0377,-155.7821,7,STATE,AK,,,,6
305347,305348,COTTONWOOD,2002,2002-06-29,180,1837.0,1,Lightning,2452484.5,210.0,1200.0,6761.0,G,63.4827,-154.7023,1,BLM,AK,,,,6
305348,305349,SQUIRREL,2002,2002-07-03,184,1410.0,1,Lightning,2452458.5,184.0,2200.0,1.5,B,61.6328,-145.2021,9,TRIBAL,AK,,,,7
305351,305352,O BRIEN,2002,2002-07-13,194,1714.0,1,Lightning,2452485.5,211.0,1730.0,40.0,C,64.3833,-141.3773,1,BLM,AK,,,,7
305352,305353,NORTH FORK,2002,2002-07-17,198,1340.0,1,Lightning,2452523.5,249.0,1545.0,31322.0,G,63.1827,-154.3023,7,STATE,AK,,,,7
305353,305354,REINDEER,2002,2002-07-17,198,1430.0,1,Lightning,2452522.5,248.0,1430.0,226833.0,G,62.3993,-158.8857,1,BLM,AK,,,,7
305354,305355,COTTONWDCK,2002,2002-07-17,198,1608.0,1,Lightning,2452475.5,201.0,2210.0,1.0,B,65.3314,-155.8164,4,FWS,AK,,,,7
305355,305356,HOLTNAKA,2002,2002-07-17,198,1608.0,1,Lightning,2452511.5,237.0,1300.0,23033.0,G,65.1077,-156.1425,4,FWS,AK,,,,7
305356,305357,HOLTNAKA2,2002,2002-07-17,198,1608.0,1,Lightning,2452473.5,199.0,2100.0,100.0,D,65.0994,-156.1358,4,FWS,AK,,,,7
305357,305358,NUNTRAGUT,2002,2002-07-17,198,1631.0,1,Lightning,2452497.5,223.0,1550.0,205.0,D,66.633,-145.586,9,TRIBAL,AK,,,,7
305358,305359,MOOSECREEK,2002,2002-07-17,198,1749.0,1,Lightning,2452485.5,211.0,1230.0,6763.0,G,62.0493,-156.519,1,BLM,AK,,,,7
305359,305360,WINDY,2002,2002-07-17,198,1830.0,1,Lightning,2452522.5,248.0,1430.0,69523.0,G,62.6661,-154.2689,1,BLM,AK,,,,7
305360,305361,WALDENFORK,2002,2002-07-17,198,1948.0,1,Lightning,2452522.5,248.0,1430.0,7866.0,G,62.466,-156.519,1,BLM,AK,,,,7
305361,305362,KHOTOL RIV,2002,2002-07-17,198,1952.0,1,Lightning,2452557.5,283.0,1000.0,50811.0,G,63.9135,-158.6597,4,FWS,AK,,,,7
305362,305363,PILE BAY,2002,2002-07-17,198,2036.0,1,Lightning,2452479.5,205.0,1200.0,1.0,B,59.7993,-153.8188,9,TRIBAL,AK,,,,7
305363,305364,RED DEVIL,2002,2002-07-17,198,2056.0,1,Lightning,2452478.5,204.0,1431.0,0.1,A,61.7826,-157.3857,1,BLM,AK,,,,7
305364,305365,HOLIDAY CR,2002,2002-07-17,198,2129.0,1,Lightning,2452557.5,283.0,1010.0,220.0,D,66.3161,-155.586,1,BLM,AK,,,,7
305365,305366,AMBLER R,2002,2002-07-17,198,2144.0,1,Lightning,2452505.5,231.0,2010.0,1037.0,F,67.1995,-156.9528,7,STATE,AK,,,,7
305366,305367,TELUKHTI C,2002,2002-07-17,198,2211.0,1,Lightning,2452475.5,201.0,2200.0,2.0,B,65.5828,-155.3359,4,FWS,AK,,,,7
305367,305368,YETNA RIVR,2002,2002-07-18,199,926.0,1,Lightning,2452557.5,283.0,1000.0,152962.0,G,62.8443,-158.351,4,FWS,AK,,,,7
305368,305369,MINOOK CRE,2002,2002-07-18,199,1147.0,1,Lightning,2452476.5,202.0,1800.0,1.5,B,65.4929,-150.1309,9,TRIBAL,AK,,,,7
305369,305370,MOOSE CREE,2002,2002-07-18,199,1205.0,1,Lightning,2452488.5,214.0,1400.0,160.0,D,65.5787,-150.6242,1,BLM,AK,,,,7
305370,305371,OPHIR,2002,2002-07-18,199,1543.0,1,Lightning,2452478.5,204.0,2115.0,0.3,B,65.2815,-147.215,1,BLM,AK,,,,7
305371,305372,GRAND CREE,2002,2002-07-18,199,1612.0,1,Lightning,2452534.5,260.0,1300.0,3776.0,F,64.5678,-150.5174,4,FWS,AK,,,,7
305372,305373,CROOKED 1,2002,2002-07-18,199,1700.0,1,Lightning,2452473.5,199.0,2200.0,0.1,A,61.8326,-158.1691,1,BLM,AK,,,,7
305373,305374,CROOKED 2,2002,2002-07-18,199,1713.0,1,Lightning,2452515.5,241.0,1800.0,2700.0,F,61.9993,-157.5357,9,TRIBAL,AK,,,,7
305374,305375,FLAT,2002,2002-07-18,199,1713.0,1,Lightning,2452479.5,205.0,1200.0,0.1,A,62.4326,-157.9024,9,TRIBAL,AK,,,,7
305375,305376,IDITAROD,2002,2002-07-18,199,1713.0,1,Lightning,2452479.5,205.0,1200.0,5.0,B,62.266,-158.3191,1,BLM,AK,,,,7
305376,305377,CROOKED 2,2002,2002-07-18,199,1742.0,1,Lightning,2452475.5,201.0,1521.0,0.1,A,61.8493,-158.0524,2,BIA,AK,,,,7
305377,305378,CROOKED 4,2002,2002-07-18,199,1750.0,1,Lightning,2452475.5,201.0,1800.0,0.1,A,61.9993,-157.4691,9,TRIBAL,AK,,,,7
305378,305379,SPARREVOHN,2002,2002-07-18,199,1751.0,1,Lightning,2452479.5,205.0,1200.0,0.1,A,61.216,-158.319,1,BLM,AK,,,,7
305379,305380,CRAZY,2002,2002-07-18,199,1803.0,1,Lightning,2452499.5,225.0,1030.0,1597.0,F,65.6641,-144.8494,7,STATE,AK,,,,7
305380,305381,ANIAK 2,2002,2002-07-18,199,1900.0,1,Lightning,2452474.5,200.0,1648.0,1.5,B,61.7159,-159.519,1,BLM,AK,,,,7
305381,305382,SAND,2002,2002-07-18,199,2238.0,1,Lightning,2452505.5,231.0,2025.0,1581.0,F,66.8994,-158.3361,4,FWS,AK,,,,7
305382,305383,BIG CREEK,2002,2002-07-18,199,2242.0,1,Lightning,2452477.5,203.0,1200.0,12.0,C,62.866,-156.369,9,TRIBAL,AK,,,,7
305383,305384,HELPMEJACK,2002,2002-07-19,200,1209.0,1,Lightning,2452509.5,235.0,1220.0,103.0,D,66.9001,-153.9552,7,STATE,AK,,,,7
305384,305385,BEARNOSE 1,2002,2002-07-19,200,1914.0,1,Lightning,2452497.5,223.0,1550.0,194.0,D,66.4664,-143.2859,9,TRIBAL,AK,,,,7
305385,305386,BEARNOSE2,2002,2002-07-19,200,1914.0,1,Lightning,2452488.5,214.0,2200.0,0.1,A,66.4797,-143.3895,4,FWS,AK,,,,7
305386,305387,MARION CRE,2002,2002-07-19,200,1933.0,1,Lightning,2452476.5,202.0,1425.0,2.0,B,67.3162,-150.0327,1,BLM,AK,,,,7
305387,305388,TAG RIVER1,2002,2002-07-19,200,2030.0,1,Lightning,2452557.5,283.0,1000.0,40031.0,G,65.6555,-159.1618,1,BLM,AK,,,,7
305388,305389,TAG RIVER2,2002,2002-07-19,200,2038.0,1,Lightning,2452484.5,210.0,1950.0,166.0,D,65.6796,-159.2188,1,BLM,AK,,,,7
305389,305390,TAG RIVER3,2002,2002-07-19,200,2039.0,1,Lightning,2452484.5,210.0,1952.0,70.0,C,65.7346,-159.1327,1,BLM,AK,,,,7
305390,305391,TAG RIVER4,2002,2002-07-19,200,2052.0,1,Lightning,2452484.5,210.0,2000.0,1250.0,F,65.8827,-159.036,1,BLM,AK,,,,7
