,OBJECTID,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,MONTH
1651252,1651253,381 HARDPAC CREEK,2013,2013-06-25,176,0.0,1,Lightning,2456475.5,183.0,2030.0,2.0,B,66.8703,-148.7917,4,FWS,AK,Yukon-Koyukuk,290.0,Yukon-Koyukuk,6
1651309,1651310,554 JALAMUND,2013,2013-07-16,197,0.0,1,Lightning,2456559.5,267.0,1430.0,92.0,C,62.7476,-141.77316,4,FWS,AK,Southeast Fairbanks,240.0,Southeast Fairbanks,7
1651314,1651315,496 STUVER CREEK,2013,2013-07-02,183,0.0,1,Lightning,2456559.5,267.0,1430.0,41.0,C,62.7936,-141.783,4,FWS,AK,Southeast Fairbanks,240.0,Southeast Fairbanks,7
1651455,1651456,670 STUVER NATURAL OUT,2013,2013-07-16,197,15.0,1,Lightning,2456489.5,197.0,1615.0,1.0,B,62.83,-141.88,4,FWS,AK,Southeast Fairbanks,240.0,Southeast Fairbanks,7
1651782,1651783,DEVILS ELBOW,2013,2013-06-01,152,,1,Lightning,2456454.5,162.0,,10.0,C,62.15,-156.116666,7,STATE,AK,,,,6
1651783,1651784,WHITEFISH LAKE,2013,2013-07-28,209,,1,Lightning,2456529.5,237.0,,4310.2,F,60.985333,-154.989166,7,STATE,AK,,,,7
1651792,1651793,CHUNILNA CREEK,2013,2013-06-26,177,,1,Lightning,2456470.5,178.0,,0.2,A,62.398194,-150.005416,7,STATE,AK,,,,6
1651803,1651804,SLED ROAD,2013,2013-08-05,217,,1,Lightning,2456511.5,219.0,,1.1,B,64.754722,-148.88375,7,STATE,AK,,,,8
1651818,1651819,EXCELSIOR,2013,2013-06-27,178,,1,Lightning,2456540.5,248.0,,6137.0,G,62.698016,-145.1851,7,STATE,AK,,,,6
1651819,1651820,SINONA CREEK,2013,2013-06-26,177,,1,Lightning,2456478.5,186.0,,0.2,A,62.709944,-144.874138,7,STATE,AK,,,,6
1651823,1651824,6 MILE LIGHTNING,2013,2013-06-24,175,,1,Lightning,,,,0.1,A,59.231388,-135.600277,7,STATE,AK,,,,6
1651824,1651825,TANK FARM LIGHTNING,2013,2013-06-25,176,,1,Lightning,2456469.5,177.0,,0.1,A,59.271861,-135.45475,6,OTHER FEDERAL,AK,,,,6
1651858,1651859,KEG CREEK,2013,2013-06-26,177,,1,Lightning,2456488.5,196.0,,1.0,B,62.738033,-146.119,7,STATE,AK,,,,6
1651860,1651861,MOOSE CREEK,2013,2013-08-01,213,,1,Lightning,2456524.5,232.0,,0.5,B,62.250566,-145.689133,7,STATE,AK,,,,8
1651864,1651865,SOUTH FORK LADUE,2013,2013-06-30,181,,1,Lightning,2456473.5,181.0,,15.0,C,63.313,-141.792666,7,STATE,AK,,,,6
1651866,1651867,TAKOTNA RIVER,2013,2013-05-31,151,,1,Lightning,2456466.5,174.0,,2023.7,F,62.593222,-156.784138,7,STATE,AK,,,,5
1651867,1651868,DOME CREEK,2013,2013-05-31,151,,1,Lightning,2456447.5,155.0,,26.4,C,63.155,-156.491666,7,STATE,AK,,,,5
1651868,1651869,STINK RIVER,2013,2013-08-05,217,,1,Lightning,2456516.5,224.0,,0.5,B,61.447166,-156.049333,7,STATE,AK,,,,8
1651870,1651871,GAGARYAH,2013,2013-07-30,211,,1,Lightning,2456516.5,224.0,,750.0,E,61.58,-155.196666,7,STATE,AK,,,,7
1651871,1651872,MULCHATNA RIVER 2,2013,2013-07-31,212,,1,Lightning,2456516.5,224.0,,24.1,C,60.9015,-154.651555,7,STATE,AK,,,,7
1651872,1651873,MIDDLE FORK,2013,2013-08-03,215,,1,Lightning,2456529.5,237.0,,183.9,D,62.693666,-154.861,7,STATE,AK,,,,8
1651881,1651882,CHASE,2013,2013-06-26,177,,1,Lightning,2456470.5,178.0,,0.1,A,62.405444,-150.085805,7,STATE,AK,,,,6
1651886,1651887,MINTO,2013,2013-06-29,180,,1,Lightning,2456473.5,181.0,,0.2,A,64.800694,-148.692694,7,STATE,AK,,,,6
1651896,1651897,TYONE RIVER,2013,2013-08-06,218,,1,Lightning,2456510.5,218.0,,0.2,A,62.571694,-146.855777,7,STATE,AK,,,,8
1651897,1651898,TWELVE MILE CREEK,2013,2013-08-02,214,,1,Lightning,2456523.5,231.0,,9.2,B,62.748416,-145.92205,7,STATE,AK,,,,8
1651901,1651902,SAND CREEK,2013,2013-06-24,175,,1,Lightning,2456467.5,175.0,,0.5,B,63.749805,-144.169638,7,STATE,AK,,,,6
1651902,1651903,BILLY CREEK RIDGE 2,2013,2013-07-30,211,,1,Lightning,,,,0.4,B,63.768388,-143.933861,7,STATE,AK,,,,7
1651903,1651904,MOON LAKE,2013,2013-06-25,176,,1,Lightning,2456559.5,267.0,,25500.0,G,63.428366,-143.6997,7,STATE,AK,,,,6
1651905,1651906,NUYAKUK RIVER,2013,2013-07-28,209,,1,Lightning,2456516.5,224.0,,2411.0,F,60.0015,-157.593833,7,STATE,AK,,,,7
1651906,1651907,GOLD MINE,2013,2013-05-31,151,,1,Lightning,2456450.5,158.0,,247.5,D,62.983333,-156.6,7,STATE,AK,,,,5
1651942,1651943,TABERT LAKE,2013,2013-07-31,212,,1,Lightning,2456540.5,248.0,,1489.0,F,62.29555,-146.823433,7,STATE,AK,,,,7
1651943,1651944,MENDELTNA CREEK,2013,2013-08-02,214,,1,Lightning,2456509.5,217.0,,2.0,B,62.021483,-146.46015,7,STATE,AK,,,,8
1651954,1651955,BILLY CREEK,2013,2013-06-22,173,,1,Lightning,2456559.5,267.0,,13383.0,G,63.852666,-143.726666,6,OTHER FEDERAL,AK,,,,6
1651955,1651956,C EXTENSION,2013,2013-06-16,167,,1,Lightning,2456459.5,167.0,,0.1,A,63.313333,-143.006333,8,PRIVATE,AK,,,,6
1651956,1651957,DENNISON FORK,2013,2013-06-20,171,,1,Lightning,2456490.5,198.0,,35.6,C,63.934083,-141.917472,7,STATE,AK,,,,6
1651957,1651958,DOESTOCK CREEK,2013,2013-05-30,150,,1,Lightning,2456471.5,179.0,,29099.1,G,61.24975,-158.959222,7,STATE,AK,,,,5
1651958,1651959,OTTER CREEK,2013,2013-07-30,211,,1,Lightning,2456504.5,212.0,,10.0,C,62.4195,-158.140666,7,STATE,AK,,,,7
1651959,1651960,CHULITNA,2013,2013-06-19,170,,1,Lightning,2456486.5,194.0,,2446.9,F,60.0445,-155.574277,7,STATE,AK,,,,6
1651979,1651980,STAMPEDE TRAIL,2013,2013-05-31,151,,1,Lightning,2456443.5,151.0,,1.5,B,63.846916,-149.339666,8,PRIVATE,AK,,,,5
1651982,1651983,CLEAR AFB,2013,2013-06-20,171,,1,Lightning,2456475.5,183.0,,81.3,C,64.311277,-149.212527,6,OTHER FEDERAL,AK,,,,6
1651995,1651996,TYONE,2013,2013-08-06,218,,1,Lightning,2456511.5,219.0,,0.5,B,62.49515,-146.7133,7,STATE,AK,,,,8
1651996,1651997,TOLSONA CREEK,2013,2013-08-02,214,,1,Lightning,2456506.5,214.0,,0.1,A,62.116116,-145.944133,7,STATE,AK,,,,8
1652003,1652004,STUVER CREEK #2,2013,2013-07-02,183,,1,Lightning,2456523.5,231.0,,38.0,C,62.798833,-141.744166,7,STATE,AK,,,,7
1652005,1652006,VILLAGE CREEK,2013,2013-06-19,170,,1,Lightning,2456470.5,178.0,,130.4,D,61.800472,-158.313722,7,STATE,AK,,,,6
1652006,1652007,BEAVER CREEK,2013,2013-05-31,151,,1,Lightning,2456448.5,156.0,,70.2,C,62.873111,-156.716111,7,STATE,AK,,,,5
1652007,1652008,KUSKO,2013,2013-06-01,152,,1,Lightning,2456454.5,162.0,,10.0,C,62.186333,-156.179833,7,STATE,AK,,,,6
1652008,1652009,SUSULATNA,2013,2013-06-26,177,,1,Lightning,2456480.5,188.0,,0.1,A,63.710833,-155.4545,7,STATE,AK,,,,6
1652009,1652010,CHEENEETNUK,2013,2013-08-01,213,,1,Lightning,2456516.5,224.0,,121.5,D,62.143833,-155.131666,7,STATE,AK,,,,8
1652039,1652040,NORTH PORK CHOP,2013,2013-06-26,177,,1,Lightning,2456488.5,196.0,,166.6,D,62.759833,-146.659833,7,STATE,AK,,,,6
1652044,1652045,LADUE FORK,2013,2013-06-25,176,,1,Lightning,2456559.5,267.0,,7966.0,G,63.404883,-141.52375,7,STATE,AK,,,,6
1652045,1652046,QGUOHAYDOK,2013,2013-06-19,170,,1,Lightning,2456470.5,178.0,,89.0,C,61.7935,-158.280333,7,STATE,AK,,,,6
1652046,1652047,GEORGE RIVER,2013,2013-05-30,150,,1,Lightning,2456460.5,168.0,,584.9,E,62.323055,-157.124444,7,STATE,AK,,,,5
1652047,1652048,HOHOLITNA,2013,2013-06-26,177,,1,Lightning,2456496.5,204.0,,2829.3,F,61.455,-156.889166,7,STATE,AK,,,,6
1652048,1652049,MULCHATNA RIVER,2013,2013-07-28,209,,1,Lightning,2456516.5,224.0,,195.4,D,60.734444,-155.099388,7,STATE,AK,,,,7
1652049,1652050,SCOW HARRY CREEK,2013,2013-05-30,150,,1,Lightning,2456444.5,152.0,,24.4,C,63.345611,-154.469805,7,STATE,AK,,,,5
1652058,1652059,YENTNA,2013,2013-07-25,206,,1,Lightning,2456519.5,227.0,,0.1,A,61.764944,-150.740222,7,STATE,AK,,,,7
1652063,1652064,BAKING,2013,2013-06-27,178,,1,Lightning,2456470.5,178.0,,0.5,B,62.698666,-149.789,7,STATE,AK,,,,6
1652086,1652087,CLEARWATER CREEK,2013,2013-08-01,213,,1,Lightning,2456525.5,233.0,,101.7,D,62.955683,-146.964683,7,STATE,AK,,,,8
1652088,1652089,FISH LAKE,2013,2013-06-26,177,,1,Lightning,2456489.5,197.0,,30.1,C,62.681416,-146.010116,7,STATE,AK,,,,6
1652093,1652094,MIDDLE FORK,2013,2013-06-29,180,,1,Lightning,2456488.5,196.0,,2.0,B,62.98215,-144.687683,7,STATE,AK,,,,6
1652094,1652095,BIG TIMBER CREEK,2013,2013-06-27,178,,1,Lightning,2456559.5,267.0,,8617.0,G,63.765883,-141.69545,7,STATE,AK,,,,6
1652096,1652097,JULIE CREEK,2013,2013-06-01,152,,1,Lightning,2456450.5,158.0,,705.2,E,62.544722,-158.226111,7,STATE,AK,,,,6
1652097,1652098,CAN CREEK,2013,2013-07-28,209,,1,Lightning,2456531.5,239.0,,6590.1,G,61.281333,-155.2345,1,BLM,AK,,,,7
1652115,1652116,SHEEP RIVER,2013,2013-06-27,178,,1,Lightning,2456471.5,179.0,,0.3,B,62.361361,-149.761138,7,STATE,AK,,,,6
1652133,1652134,KEG # 2,2013,2013-06-30,181,,1,Lightning,2456495.5,203.0,,0.1,A,62.723116,-146.058616,7,STATE,AK,,,,6
1652140,1652141,BILLY CREEK RIDGE,2013,2013-07-07,188,,1,Lightning,,,,1.0,B,63.768388,-143.935194,7,STATE,AK,,,,7
1652141,1652142,TETLIN JCT RIDGE,2013,2013-06-26,177,,1,Lightning,2456579.5,287.0,,20749.0,G,63.28595,-142.445216,6,OTHER FEDERAL,AK,,,,6
1652142,1652143,LADUE NATURAL OUT,2013,2013-06-23,174,,1,Lightning,2456466.5,174.0,,1.0,B,63.393333,-141.8525,7,STATE,AK,,,,6
1721826,1721827,UPPER GERSTLE,2010,2010-05-27,147,1500.0,1,Lightning,2455392.5,196.0,1504.0,1379.0,F,63.7,-145.167222,7,STATE,AK,,,,5
1721827,1721828,BIG SWEDE,2010,2010-05-30,150,1800.0,1,Lightning,,,,4000.0,F,64.238889,-144.812222,7,STATE,AK,,,,5
1721839,1721840,SOUTH FORK HEALY,2010,2010-05-28,148,1452.0,1,Lightning,2455399.5,203.0,1030.0,2447.0,F,63.989444,-144.284167,7,STATE,AK,,,,5
1721873,1721874,JOHN HANSEN LAKE,2002,2002-07-20,201,,1,Lightning,2452542.5,268.0,,25752.0,G,64.05028,-151.3789,1,BLM,AK,,,,7
1728853,1728854,FOG RIVER,2014,2014-06-05,156,1630.0,1,Lightning,2456816.5,159.0,1445.0,0.5,B,60.742333,-160.764166,4,FWS,AK,Bethel,50.0,Bethel,6
1728888,1728889,SINGAURUK RIVER #1,2014,2014-07-07,188,1915.0,1,Lightning,2456851.5,194.0,1000.0,5.0,B,66.6678,-160.5686,4,FWS,AK,Northwest Arctic,188.0,Northwest Arctic,7
1728889,1728890,NAPATOLIK CREEK,2014,2014-07-07,188,1915.0,1,Lightning,2456851.5,194.0,1000.0,1.0,B,66.67,-160.3611,4,FWS,AK,Northwest Arctic,188.0,Northwest Arctic,7
1728890,1728891,SELAWIK RIVER,2014,2014-07-07,188,1930.0,1,Lightning,2456854.5,197.0,1000.0,70.0,C,66.4019,-158.9664,4,FWS,AK,Northwest Arctic,188.0,Northwest Arctic,7
1728891,1728892,KAWICHIARK RIVER,2014,2014-07-07,188,1930.0,1,Lightning,2456854.5,197.0,1000.0,10.0,C,66.54466669,-158.80783335,4,FWS,AK,Northwest Arctic,188.0,Northwest Arctic,7
1728893,1728894,KOKOPUK CREEK,2014,2014-07-08,189,1730.0,1,Lightning,2456851.5,194.0,1000.0,3.0,B,66.6944,-160.7567,4,FWS,AK,Northwest Arctic,188.0,Northwest Arctic,7
1728960,1728961,KUGARAK RIVER,2014,2014-08-12,224,2130.0,1,Lightning,2456888.5,231.0,1545.0,200.0,D,66.5711,-158.8544,4,FWS,AK,Northwest Arctic,188.0,Northwest Arctic,8
1728961,1728962, KERULU CREEK ,2014,2014-08-12,224,2130.0,1,Lightning,2456883.5,226.0,2100.0,2.0,B,66.4706,-158.4061,4,FWS,AK,Northwest Arctic,188.0,Northwest Arctic,8
1728962,1728963,INGRUKSUKRUK,2014,2014-08-12,224,2200.0,1,Lightning,2456888.5,231.0,1600.0,1200.0,F,66.4333,-157.8669,4,FWS,AK,Yukon-Koyukuk,290.0,Yukon-Koyukuk,8
1728963,1728964,KHOTOL RIVER,2014,2014-08-11,223,1815.0,1,Lightning,2456908.5,251.0,1000.0,30.0,C,64.3589,-157.7786,4,FWS,AK,Yukon-Koyukuk,290.0,Yukon-Koyukuk,8
1728964,1728965,EDDY,2014,2014-08-11,223,1830.0,1,Lightning,2456886.5,229.0,1545.0,25.0,C,64.3881,-157.7167,4,FWS,AK,Yukon-Koyukuk,290.0,Yukon-Koyukuk,8
1729072,1729073,WINDFALL MOUNTAIN,2014,2014-04-10,100,1720.0,1,Lightning,2456986.5,329.0,1500.0,6.0,B,65.027,-141.24917,9,TRIBAL,AK,,,,4
1729093,1729094,SHEEP CREEK,2014,2014-06-17,168,2212.0,1,Lightning,2456835.5,178.0,1431.0,1995.0,F,62.58,-154.13,1,BLM,AK,,,,6
1729094,1729095,DEWEYS CABIN,2014,2014-06-18,169,1026.0,1,Lightning,2456835.5,178.0,1431.0,888.0,E,62.55,-154.1,1,BLM,AK,,,,6
1729097,1729098,SIX MILE,2014,2014-05-31,151,1830.0,1,Lightning,2456811.5,154.0,929.0,68.5,C,65.9083,-144.1628,9,TRIBAL,AK,,,,5
1729099,1729100,TULUKSAK RIVER,2014,2014-06-05,156,1625.0,1,Lightning,2456814.5,157.0,1200.0,1.0,B,60.9,-161.0167,9,TRIBAL,AK,,,,6
1729100,1729101,GWEEK RIVER,2014,2014-06-06,157,1711.0,1,Lightning,2456815.5,158.0,1100.0,25.0,C,60.95,-161.55,9,TRIBAL,AK,,,,6
1729101,1729102,NAPASKIAK SLOUGH,2014,2014-06-06,157,1726.0,1,Lightning,2456814.5,157.0,1935.0,0.1,A,60.6833,-161.6,9,TRIBAL,AK,,,,6
1729102,1729103,OLDMAN LANDING,2014,2014-06-08,159,1344.0,1,Lightning,2456816.5,159.0,1531.0,62.9,C,66.4536,-150.6075,1,BLM,AK,,,,6
1729103,1729104,SOUTH FORK BONANZA,2014,2014-06-08,159,1614.0,1,Lightning,2456832.5,175.0,1525.0,5.0,B,66.61067,-150.31633,1,BLM,AK,,,,6
1729104,1729105,KANDANINA,2014,2014-06-08,159,1712.0,1,Lightning,2456819.5,162.0,1000.0,1.9,B,64.73717,-150.543,7,STATE,AK,,,,6
1729112,1729113,GILLILAND,2014,2014-07-06,187,1600.0,1,Lightning,2456897.5,240.0,1719.0,130.0,D,64.18022,-141.43717,7,STATE,AK,,,,7
1729113,1729114,DUCK CREEK 1,2014,2014-07-07,188,1645.0,1,Lightning,2456847.5,190.0,1545.0,79.0,C,66.073,-161.38983,1,BLM,AK,,,,7
1729114,1729115,DUCK CREEK 2,2014,2014-07-07,188,1645.0,1,Lightning,2456847.5,190.0,1545.0,39.0,C,66.074,-161.452,1,BLM,AK,,,,7
1729115,1729116,DUCK CREEK 3,2014,2014-07-07,188,1645.0,1,Lightning,2456847.5,190.0,1547.0,573.0,E,66.0386,-161.4358,1,BLM,AK,,,,7
1729116,1729117,PEACE RIVER,2014,2014-07-07,188,1604.0,1,Lightning,2456847.5,190.0,1000.0,53.0,C,65.14567,-161.4545,1,BLM,AK,,,,7
1729117,1729118,FISH RIVER,2014,2014-07-07,188,1657.0,1,Lightning,2456854.5,197.0,1000.0,50.0,C,65.9958,-160.2181,1,BLM,AK,,,,7
1729118,1729119,NOATAK RIVER,2014,2014-07-10,191,1359.0,1,Lightning,2456861.5,204.0,1600.0,700.0,E,68.01783,-161.50383,3,NPS,AK,,,,7
1729119,1729120,SNOW CREEK,2014,2014-07-10,191,1145.0,1,Lightning,2456848.5,191.0,1145.0,2.0,B,63.9011,-146.6172,6,OTHER FEDERAL,AK,,,,7
1729120,1729121,MAIYUMERAK CREEK,2014,2014-07-10,191,1539.0,1,Lightning,2456851.5,194.0,1000.0,2.0,B,67.99683,-161.37967,3,NPS,AK,,,,7
1729123,1729124,INGLUTALIK RIVER,2014,2014-08-05,217,1645.0,1,Lightning,2456875.5,218.0,1530.0,20.0,C,64.7686,-160.7683,1,BLM,AK,,,,8
1729124,1729125,KOYUK RIVER,2014,2014-08-05,217,1830.0,1,Lightning,2456875.5,218.0,900.0,40.0,C,64.9572,-161.0936,9,TRIBAL,AK,,,,8
1729125,1729126,NOATAK,2014,2014-08-07,219,1707.0,1,Lightning,2456877.5,220.0,1200.0,32.5,C,67.605,-162.7483,9,TRIBAL,AK,,,,8
1729127,1729128,UNGALIK RIVER,2014,2014-08-11,223,1802.0,1,Lightning,2456888.5,231.0,1457.0,214.3,D,64.75,-160.1167,1,BLM,AK,,,,8
1729128,1729129,DIAMOND,2014,2014-08-11,223,1809.0,1,Lightning,2456886.5,229.0,1510.0,1.0,B,64.5347,-160.8642,9,TRIBAL,AK,,,,8
1729129,1729130,KOYUK RIVER 2,2014,2014-08-11,223,1705.0,1,Lightning,2456881.5,224.0,1200.0,161.0,D,64.9944,-160.9769,1,BLM,AK,,,,8
1729130,1729131,TIP CREEK,2014,2014-08-11,223,1901.0,1,Lightning,2456888.5,231.0,1749.0,0.2,A,64.4333,-155.1208,7,STATE,AK,,,,8
1729131,1729132,TRAIL CREEK,2014,2014-08-11,223,1848.0,1,Lightning,2456888.5,231.0,1749.0,1.0,B,64.4292,-155.08,7,STATE,AK,,,,8
1729132,1729133,TIPOOKTULEARUK,2014,2014-08-11,223,2150.0,1,Lightning,2456886.5,229.0,1550.0,3.0,B,65.1075,-160.7889,1,BLM,AK,,,,8
1729133,1729134,THE SISTERS,2014,2014-08-12,224,1122.0,1,Lightning,2456886.5,229.0,1400.0,2621.9,F,63.3831,-161.6425,9,TRIBAL,AK,,,,8
1729134,1729135,ALLMAN LAKE,2014,2014-08-12,224,2220.0,1,Lightning,2456904.5,247.0,900.0,560.0,E,62.3178,-161.7336,4,FWS,AK,,,,8
1729137,1729138,TELLER CREEK,2014,2014-08-08,220,1908.0,1,Lightning,2456882.5,225.0,1645.0,199.9,D,65.7667,-165.1167,7,STATE,AK,,,,8
1729138,1729139,ARTIC RIVER,2014,2014-08-08,220,2106.0,1,Lightning,2456882.5,225.0,1625.0,70.0,C,65.8333,-166.1667,7,STATE,AK,,,,8
1729139,1729140,LAVA CREEK,2014,2014-08-08,220,2208.0,1,Lightning,2456878.5,221.0,1300.0,55.0,C,65.8333,-161.7,1,BLM,AK,,,,8
1729141,1729142,KALUKNA RIVER,2014,2014-07-08,189,1643.0,1,Lightning,2456847.5,190.0,1854.0,0.2,A,62.8333,-142.2667,9,TRIBAL,AK,,,,7
1736674,1736675,SILVER CREEK,2014,2014-06-14,165,,1,Lightning,2456823.5,166.0,,2.0,B,64.982111,-147.690333,11,COUNTY,AK,,,,6
1736681,1736682,CATHEDRAL 2,2014,2014-06-07,158,,1,Lightning,2456815.5,158.0,,0.1,A,63.411183,-143.632067,7,STATE,AK,,,,6
1736696,1736697,TITNUK,2014,2014-07-05,186,,1,Lightning,2456852.5,195.0,,298.0,D,60.733233,-156.563888,7,STATE,AK,,,,7
1736741,1736742,CATHEDRAL RAPIDS 1,2014,2014-06-07,158,,1,Lightning,2456815.5,158.0,,0.1,A,63.39395,-143.76115,7,STATE,AK,,,,6
1736742,1736743,TAYLOR CREEK,2014,2014-07-07,188,,1,Lightning,2456871.5,214.0,,0.5,B,63.939416,-142.388694,7,STATE,AK,,,,7
1736744,1736745,WEASEL,2014,2014-07-05,186,,1,Lightning,2456852.5,195.0,,26.0,C,60.702305,-155.790388,7,STATE,AK,,,,7
1736763,1736764,ROBINSON CABIN,2014,2014-08-10,222,,1,Lightning,2456880.5,223.0,,2.1,B,63.422972,-143.778416,7,STATE,AK,,,,8
1736868,1736869,SCOBY # 4,2014,2014-08-27,239,,1,Lightning,2456896.5,239.0,,0.1,A,63.327861,-143.068222,7,STATE,AK,,,,8
1792354,1792355,KAKE RAWS,2015,2015-05-21,141,1700.0,1,Lightning,2457170.5,148.0,1600.0,1.9,B,56.91388889,-133.52138889,5,USFS,AK,280,280.0,Wrangell-Petersburg,5
1792356,1792357,BROWN MOUNTAIN,2015,2015-05-21,141,1600.0,1,Lightning,2457219.5,197.0,1500.0,0.1,A,55.42444444,-131.61222222,5,USFS,AK,130,130.0,Ketchikan Gateway,5
1796121,1796122,STETSON,2015,2015-06-16,167,1800.0,1,Lightning,,,,150.0,D,60.47944444,-149.87583333,5,USFS,AK,122,122.0,Kenai Peninsula,6
1796122,1796123,BIG ISLAND,2015,2015-08-08,220,2106.0,1,Lightning,2457272.5,250.0,1420.0,0.1,A,64.6622,-155.9397,9,TRIBAL,AK,,,,8
1796123,1796124,PILGRIM RIVER,2015,2015-08-08,220,2130.0,1,Lightning,2457293.5,271.0,1500.0,1.0,B,65.0692,-164.6714,9,TRIBAL,AK,,,,8
1796124,1796125,HONHOSA RIVER,2015,2015-07-27,208,1910.0,1,Lightning,2457230.5,208.0,1910.0,80.9,C,65.3406,-158.0236,1,BLM,AK,,,,7
1796127,1796128,STONY,2015,2015-06-21,172,1838.0,1,Lightning,2457246.5,224.0,1750.0,233.0,D,61.63,-156.27,1,BLM,AK,,,,6
1796129,1796130,LOOKOUT MOUNTAIN,2015,2015-07-30,211,1731.0,1,Lightning,2457233.5,211.0,1750.0,0.7,B,62.12,-158.08,9,TRIBAL,AK,,,,7
1796131,1796132,ROBINSON FORK,2015,2015-06-20,171,1441.0,1,Lightning,2457288.5,266.0,948.0,1199.0,F,63.43,-144.15,7,STATE,AK,,,,6
1796132,1796133,TUTKAIMUND LAKE,2015,2015-08-03,215,1722.0,1,Lightning,2457237.5,215.0,1914.0,0.3,B,63.07,-142.45,9,TRIBAL,AK,,,,8
1796140,1796141,DOT LAKE DUMP 2,2015,2015-08-13,225,1209.0,1,Lightning,2457247.5,225.0,1250.0,0.1,A,63.65,-144.03,9,TRIBAL,AK,,,,8
1796144,1796145,NORTH FORK FLATS,2015,2015-06-23,174,2131.0,1,Lightning,2457286.5,264.0,1109.0,15403.0,G,63.17,-154.18,7,STATE,AK,,,,6
1796146,1796147,KING SALMON RIVER,2015,2015-06-22,173,1607.0,1,Lightning,2457246.5,224.0,1843.0,2109.0,F,60.3,-157.82,7,STATE,AK,,,,6
1796147,1796148,LITTLE SOUTH FORK,2015,2015-06-22,173,1513.0,1,Lightning,2457246.5,224.0,1659.0,2738.0,F,62.22,-156.58,7,STATE,AK,,,,6
1796148,1796149,PONTAG CREEK,2015,2015-06-23,174,1810.0,1,Lightning,2457286.5,264.0,1109.0,39043.0,G,63.42,-153.67,7,STATE,AK,,,,6
1796166,1796167,WINDFALL MOUNTAIN,2015,2015-05-08,128,1528.0,1,Lightning,2457300.5,278.0,1300.0,56.0,C,65.02,-141.23,9,TRIBAL,AK,,,,5
1796171,1796172,CAN CREEK,2015,2015-06-01,152,1336.0,1,Lightning,2457286.5,264.0,1103.0,48728.3,G,61.08,-154.92,1,BLM,AK,,,,6
1796343,1796344,SEVENTYMILE,2015,2015-05-24,144,1611.0,1,Lightning,2457247.5,225.0,1316.0,2902.3,F,64.9,-141.3833,9,TRIBAL,AK,,,,5
1796345,1796346,THREE CASTLE MOUNTAIN,2015,2015-05-24,144,1805.0,1,Lightning,2457191.5,169.0,2233.0,5.0,B,65.2325,-141.2394,9,TRIBAL,AK,,,,5
1796346,1796347,BULLION CREEK,2015,2015-05-24,144,1721.0,1,Lightning,2457191.5,169.0,2200.0,372.0,E,64.3628,-142.2942,7,STATE,AK,,,,5
1796347,1796348,TROUT,2015,2015-05-24,144,1906.0,1,Lightning,2457300.5,278.0,1300.0,263.6,D,65.1,-141.63,3,NPS,AK,,,,5
1796352,1796353,SINGLE STRIKE,2015,2015-05-28,148,1730.0,1,Lightning,2457194.5,172.0,1612.0,0.3,B,64.9294,-141.3544,9,TRIBAL,AK,,,,5
1796369,1796370,LITTLE CREEK,2015,2015-05-31,151,1630.0,1,Lightning,2457175.5,153.0,2116.0,17.2,C,61.97033,-158.66717,1,BLM,AK,,,,5
1796370,1796371,TAZIMINA RIVER,2015,2015-05-31,151,1658.0,1,Lightning,2457174.5,152.0,1130.0,1.5,B,59.90536,-154.7645,9,TRIBAL,AK,,,,5
1796371,1796372,WHITEFISH LAKE 2,2015,2015-05-31,151,1853.0,1,Lightning,2457175.5,153.0,1023.0,1000.4,F,61.38,-160.37,4,FWS,AK,,,,5
1796372,1796373,WHITEFISH LAKE 1,2015,2015-05-31,151,1902.0,1,Lightning,2457244.5,222.0,1307.0,67778.0,G,61.37,-160.38,4,FWS,AK,,,,5
1796373,1796374,TULUKSAK,2015,2015-05-31,151,1929.0,1,Lightning,2457176.5,154.0,2000.0,0.1,A,60.98,-160.6,4,FWS,AK,,,,5
1796374,1796375,TULUKSAK,2015,2015-05-31,151,1910.0,1,Lightning,2457173.5,151.0,2235.0,0.5,B,61.1,-160.87,9,TRIBAL,AK,,,,5
1796375,1796376,BOGUS CREEK 2,2015,2015-05-31,151,1915.0,1,Lightning,2457178.5,156.0,2000.0,3.0,B,61.17,-160.65,9,TRIBAL,AK,,,,5
1796376,1796377,BOGUS CREEK 3,2015,2015-06-01,152,1306.0,1,Lightning,2457176.5,154.0,2000.0,5.0,B,61.17,-160.48,4,FWS,AK,,,,6
1796382,1796383,HEALY LAKE,2015,2015-06-16,167,1941.0,1,Lightning,2457257.5,235.0,1314.0,11473.6,G,63.95,-144.85,9,TRIBAL,AK,,,,6
1796383,1796384,HEALY LAKE 2,2015,2015-06-16,167,1918.0,1,Lightning,2457190.5,168.0,35.0,150.0,D,63.93,-144.83,9,TRIBAL,AK,,,,6
1796385,1796386,VOLKMAR RIVER,2015,2015-06-16,167,2006.0,1,Lightning,2457195.5,173.0,1005.0,10.0,C,64.03,-144.82,9,TRIBAL,AK,,,,6
