MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20040615,TX,61.44,24.52,12.57,1.47,0.00,0.00,2004-06-15,2004-06-21,2
20040608,TX,55.24,31.18,12.11,1.47,0.00,0.00,2004-06-08,2004-06-14,2
20040601,TX,42.30,43.08,13.43,1.19,0.00,0.00,2004-06-01,2004-06-07,2
20040525,TX,55.14,39.28,4.37,1.22,0.00,0.00,2004-05-25,2004-05-31,2
20040518,TX,86.44,10.21,2.13,1.22,0.00,0.00,2004-05-18,2004-05-24,2
20040511,TX,88.40,8.25,2.13,1.22,0.00,0.00,2004-05-11,2004-05-17,2
20040504,TX,89.24,7.40,2.13,1.22,0.00,0.00,2004-05-04,2004-05-10,2
20040427,TX,88.46,8.18,2.13,1.22,0.00,0.00,2004-04-27,2004-05-03,2
20040420,TX,83.10,11.03,4.64,1.22,0.00,0.00,2004-04-20,2004-04-26,2
20040413,TX,83.70,10.44,4.64,1.22,0.00,0.00,2004-04-13,2004-04-19,2
20040406,TX,83.68,9.72,3.62,2.96,0.02,0.00,2004-04-06,2004-04-12,2
20040330,TX,70.66,17.53,5.66,3.60,2.45,0.09,2004-03-30,2004-04-05,2
20040323,TX,70.66,17.53,5.66,3.60,2.45,0.09,2004-03-23,2004-03-29,2
20040316,TX,70.80,17.39,5.66,3.38,2.67,0.09,2004-03-16,2004-03-22,2
20040309,TX,68.90,15.02,7.34,5.98,2.67,0.09,2004-03-09,2004-03-15,2
20040302,TX,66.71,12.15,11.18,6.90,2.98,0.09,2004-03-02,2004-03-08,2
20040224,TX,59.56,8.98,13.62,10.49,6.37,0.98,2004-02-24,2004-03-01,2
20040217,TX,53.92,12.54,15.70,10.49,6.37,0.98,2004-02-17,2004-02-23,2
20040210,TX,53.27,13.18,14.75,11.46,6.37,0.98,2004-02-10,2004-02-16,2
20040203,TX,53.55,12.89,14.75,11.46,6.37,0.98,2004-02-03,2004-02-09,2
20040127,TX,53.55,12.89,14.75,11.46,6.37,0.98,2004-01-27,2004-02-02,2
20040120,TX,53.05,14.59,13.55,11.46,7.04,0.31,2004-01-20,2004-01-26,2
20040113,TX,32.24,32.32,13.00,8.38,10.81,3.25,2004-01-13,2004-01-19,2
20040106,TX,30.32,32.20,13.29,10.40,10.54,3.25,2004-01-06,2004-01-12,2
20031230,TX,44.82,20.51,12.95,14.17,7.54,0.00,2003-12-30,2004-01-05,2
20031223,TX,46.46,17.74,17.47,11.14,7.18,0.01,2003-12-23,2003-12-29,2
20031216,TX,53.17,12.61,16.08,11.19,6.95,0.00,2003-12-16,2003-12-22,2
20031209,TX,52.23,12.76,17.19,10.99,6.84,0.00,2003-12-09,2003-12-15,2
20031202,TX,55.95,10.23,17.90,9.53,6.40,0.00,2003-12-02,2003-12-08,2
20031125,TX,54.38,10.99,19.21,8.46,6.97,0.00,2003-11-25,2003-12-01,2
20031118,TX,54.05,11.82,18.72,8.72,6.69,0.00,2003-11-18,2003-11-24,2
20031111,TX,50.15,14.49,19.81,8.52,7.03,0.00,2003-11-11,2003-11-17,2
20031104,TX,53.41,19.18,12.96,7.70,6.75,0.00,2003-11-04,2003-11-10,2
20031028,TX,55.49,21.73,10.03,6.63,6.12,0.00,2003-10-28,2003-11-03,2
20031021,TX,63.08,19.88,5.83,6.44,4.77,0.00,2003-10-21,2003-10-27,2
20031014,TX,62.94,19.00,6.35,5.96,5.75,0.00,2003-10-14,2003-10-20,2
20031007,TX,60.90,17.88,9.87,8.15,3.20,0.00,2003-10-07,2003-10-13,2
20030930,TX,58.24,20.35,10.00,8.34,3.06,0.00,2003-09-30,2003-10-06,2
20030923,TX,46.95,26.14,12.71,11.03,3.17,0.00,2003-09-23,2003-09-29,2
20030916,TX,47.07,26.05,12.63,11.13,3.12,0.00,2003-09-16,2003-09-22,2
20030909,TX,36.73,24.07,25.22,13.98,0.00,0.00,2003-09-09,2003-09-15,2
20030902,TX,36.32,23.41,26.19,14.08,0.00,0.00,2003-09-02,2003-09-08,2
20030826,TX,32.10,18.45,16.95,32.50,0.00,0.00,2003-08-26,2003-09-01,2
20030819,TX,31.38,19.35,17.47,31.81,0.00,0.00,2003-08-19,2003-08-25,2
20030812,TX,28.09,19.47,22.64,29.80,0.00,0.00,2003-08-12,2003-08-18,2
20030805,TX,29.58,25.80,24.75,19.87,0.00,0.00,2003-08-05,2003-08-11,2
20030729,TX,43.04,22.38,26.97,7.62,0.00,0.00,2003-07-29,2003-08-04,2
20030722,TX,44.70,41.77,5.38,8.16,0.00,0.00,2003-07-22,2003-07-28,2
20030715,TX,40.07,46.30,4.52,9.12,0.00,0.00,2003-07-15,2003-07-21,2
20030708,TX,64.67,18.86,9.24,7.22,0.00,0.00,2003-07-08,2003-07-14,2
20030701,TX,39.02,28.12,24.19,8.67,0.00,0.00,2003-07-01,2003-07-07,2
20030624,TX,16.69,45.27,24.86,13.18,0.00,0.00,2003-06-24,2003-06-30,2
20030617,TX,10.90,45.32,30.37,13.41,0.00,0.00,2003-06-17,2003-06-23,2
20030610,TX,0.00,33.28,42.72,24.00,0.00,0.00,2003-06-10,2003-06-16,2
20030603,TX,0.00,16.63,57.80,25.57,0.00,0.00,2003-06-03,2003-06-09,2
20030527,TX,0.00,17.52,61.84,20.65,0.00,0.00,2003-05-27,2003-06-02,2
20030520,TX,0.02,13.27,56.88,29.84,0.00,0.00,2003-05-20,2003-05-26,2
20030513,TX,8.39,23.65,67.95,0.00,0.00,0.00,2003-05-13,2003-05-19,2
20030506,TX,9.10,60.26,30.63,0.00,0.00,0.00,2003-05-06,2003-05-12,2
20030429,TX,9.20,86.09,4.71,0.00,0.00,0.00,2003-04-29,2003-05-05,2
20030422,TX,59.87,37.64,2.49,0.00,0.00,0.00,2003-04-22,2003-04-28,2
20030415,TX,59.85,38.08,2.07,0.00,0.00,0.00,2003-04-15,2003-04-21,2
20030408,TX,65.93,31.83,2.24,0.00,0.00,0.00,2003-04-08,2003-04-14,2
20030401,TX,68.12,29.68,2.21,0.00,0.00,0.00,2003-04-01,2003-04-07,2
20030325,TX,69.52,28.12,2.36,0.00,0.00,0.00,2003-03-25,2003-03-31,2
20030318,TX,69.91,27.79,2.30,0.00,0.00,0.00,2003-03-18,2003-03-24,2
20030311,TX,69.42,27.23,3.35,0.00,0.00,0.00,2003-03-11,2003-03-17,2
20030304,TX,89.84,6.85,3.31,0.00,0.00,0.00,2003-03-04,2003-03-10,2
20030225,TX,89.81,6.73,3.46,0.00,0.00,0.00,2003-02-25,2003-03-03,2
20030218,TX,87.47,4.83,7.70,0.00,0.00,0.00,2003-02-18,2003-02-24,2
20030211,TX,87.29,4.98,7.74,0.00,0.00,0.00,2003-02-11,2003-02-17,2
20030204,TX,87.34,4.88,7.78,0.00,0.00,0.00,2003-02-04,2003-02-10,2
20030128,TX,87.33,5.04,7.63,0.00,0.00,0.00,2003-01-28,2003-02-03,2
20030121,TX,87.47,4.89,7.64,0.00,0.00,0.00,2003-01-21,2003-01-27,2
20030114,TX,86.85,5.24,7.91,0.00,0.00,0.00,2003-01-14,2003-01-20,2
20030107,TX,86.56,5.59,7.85,0.00,0.00,0.00,2003-01-07,2003-01-13,2
20021231,TX,86.62,5.64,7.73,0.00,0.00,0.00,2002-12-31,2003-01-06,2
20021224,TX,86.17,5.99,7.84,0.00,0.00,0.00,2002-12-24,2002-12-30,2
20021217,TX,86.07,5.94,8.00,0.00,0.00,0.00,2002-12-17,2002-12-23,2
20021210,TX,86.22,6.05,7.73,0.00,0.00,0.00,2002-12-10,2002-12-16,2
20021203,TX,85.17,7.15,7.68,0.00,0.00,0.00,2002-12-03,2002-12-09,2
20021126,TX,84.95,7.22,7.83,0.00,0.00,0.00,2002-11-26,2002-12-02,2
20021119,TX,85.06,7.18,7.76,0.00,0.00,0.00,2002-11-19,2002-11-25,2
20021112,TX,84.82,7.44,7.74,0.00,0.00,0.00,2002-11-12,2002-11-18,2
20021105,TX,84.91,5.82,9.27,0.00,0.00,0.00,2002-11-05,2002-11-11,2
20021029,TX,83.08,6.22,7.25,3.45,0.00,0.00,2002-10-29,2002-11-04,2
20021022,TX,58.72,25.97,11.13,4.18,0.00,0.00,2002-10-22,2002-10-28,2
20021015,TX,57.12,25.93,12.59,4.36,0.00,0.00,2002-10-15,2002-10-21,2
20021008,TX,44.90,38.00,13.27,3.84,0.00,0.00,2002-10-08,2002-10-14,2
20021001,TX,40.78,35.00,18.16,6.07,0.00,0.00,2002-10-01,2002-10-07,2
20020924,TX,65.39,16.18,11.67,6.76,0.00,0.00,2002-09-24,2002-09-30,2
20020917,TX,62.31,19.18,11.22,7.30,0.00,0.00,2002-09-17,2002-09-23,2
20020910,TX,62.26,18.19,11.93,7.62,0.00,0.00,2002-09-10,2002-09-16,2
20020903,TX,53.19,27.46,16.98,1.21,1.15,0.00,2002-09-03,2002-09-09,2
20020827,TX,65.92,21.01,11.09,0.87,1.10,0.00,2002-08-27,2002-09-02,2
20020820,TX,70.27,17.10,10.58,0.81,1.25,0.00,2002-08-20,2002-08-26,2
20020813,TX,65.30,19.25,13.42,0.87,1.16,0.00,2002-08-13,2002-08-19,2
20020806,TX,64.13,18.42,14.78,1.14,1.53,0.00,2002-08-06,2002-08-12,2
20020730,TX,58.35,20.68,15.67,3.97,1.33,0.00,2002-07-30,2002-08-05,2
20020723,TX,57.45,14.04,19.30,7.59,1.61,0.00,2002-07-23,2002-07-29,2
20020716,TX,63.01,8.98,15.81,8.28,3.92,0.00,2002-07-16,2002-07-22,2
20020709,TX,55.38,16.24,12.34,11.18,4.86,0.00,2002-07-09,2002-07-15,2
20020702,TX,39.16,23.94,10.40,16.05,9.53,0.92,2002-07-02,2002-07-08,2
20020625,TX,27.95,22.83,19.58,19.37,9.32,0.95,2002-06-25,2002-07-01,2
20020618,TX,29.72,19.87,24.96,16.97,8.48,0.00,2002-06-18,2002-06-24,2
20020611,TX,21.17,21.70,31.14,17.67,8.32,0.00,2002-06-11,2002-06-17,2
20020604,TX,22.40,25.38,28.10,16.05,8.06,0.00,2002-06-04,2002-06-10,2
20020528,TX,27.61,15.00,32.40,15.91,9.08,0.00,2002-05-28,2002-06-03,2
20020521,TX,26.81,15.81,31.70,15.93,9.74,0.00,2002-05-21,2002-05-27,2
20020514,TX,27.23,15.27,33.61,15.47,8.44,0.00,2002-05-14,2002-05-20,2
20020507,TX,28.38,38.03,14.86,12.36,6.38,0.00,2002-05-07,2002-05-13,2
20020430,TX,42.37,27.87,12.24,11.08,6.44,0.00,2002-04-30,2002-05-06,2
20020423,TX,41.50,29.02,12.20,11.00,6.28,0.00,2002-04-23,2002-04-29,2
20020416,TX,58.27,12.31,14.08,11.70,3.64,0.00,2002-04-16,2002-04-22,2
20020409,TX,51.72,14.61,17.72,12.26,3.70,0.00,2002-04-09,2002-04-15,2
20020402,TX,43.86,18.21,22.97,11.03,3.94,0.00,2002-04-02,2002-04-08,2
20020326,TX,33.24,27.84,22.76,12.24,3.92,0.00,2002-03-26,2002-04-01,2
20020319,TX,33.62,28.64,22.71,11.15,3.88,0.00,2002-03-19,2002-03-25,2
20020312,TX,31.26,31.16,22.64,11.09,3.85,0.00,2002-03-12,2002-03-18,2
20020305,TX,50.46,21.13,13.64,10.94,3.83,0.00,2002-03-05,2002-03-11,2
20020226,TX,56.42,16.94,13.23,9.68,3.73,0.00,2002-02-26,2002-03-04,2
20020219,TX,63.25,10.15,13.05,7.24,6.30,0.00,2002-02-19,2002-02-25,2
20020212,TX,63.19,10.35,12.54,4.81,9.11,0.00,2002-02-12,2002-02-18,2
20020205,TX,55.52,15.18,11.76,6.47,11.07,0.00,2002-02-05,2002-02-11,2
20020129,TX,52.42,11.27,18.56,6.58,11.16,0.00,2002-01-29,2002-02-04,2
20020122,TX,52.77,10.71,18.64,6.88,11.01,0.00,2002-01-22,2002-01-28,2
20020115,TX,53.25,10.26,18.69,6.65,11.14,0.00,2002-01-15,2002-01-21,2
20020108,TX,52.86,10.59,18.68,6.71,11.16,0.00,2002-01-08,2002-01-14,2
20020101,TX,52.54,10.95,18.75,6.59,11.17,0.00,2002-01-01,2002-01-07,2
20011225,TX,52.75,8.84,20.69,6.76,10.97,0.00,2001-12-25,2001-12-31,2
20011218,TX,52.75,8.84,20.75,6.70,10.97,0.00,2001-12-18,2001-12-24,2
20011211,TX,51.65,8.72,21.96,6.40,11.27,0.00,2001-12-11,2001-12-17,2
20011204,TX,49.62,6.95,25.76,6.40,11.27,0.00,2001-12-04,2001-12-10,2
20011127,TX,47.31,9.79,25.23,6.29,11.38,0.00,2001-11-27,2001-12-03,2
20011120,TX,47.31,8.57,21.46,11.28,11.38,0.00,2001-11-20,2001-11-26,2
20011113,TX,41.30,7.81,23.28,12.70,14.91,0.00,2001-11-13,2001-11-19,2
20011106,TX,41.30,7.81,25.18,10.80,14.91,0.00,2001-11-06,2001-11-12,2
20011030,TX,41.30,9.31,27.81,21.59,0.00,0.00,2001-10-30,2001-11-05,2
20011023,TX,42.92,10.27,26.11,20.71,0.00,0.00,2001-10-23,2001-10-29,2
20011016,TX,46.39,20.68,16.69,16.25,0.00,0.00,2001-10-16,2001-10-22,2
20011009,TX,46.96,20.22,18.13,14.69,0.00,0.00,2001-10-09,2001-10-15,2
20011002,TX,48.75,18.44,18.13,14.69,0.00,0.00,2001-10-02,2001-10-08,2
20010925,TX,48.75,18.44,18.13,14.69,0.00,0.00,2001-09-25,2001-10-01,2
20010918,TX,43.45,22.98,18.88,14.69,0.00,0.00,2001-09-18,2001-09-24,2
20010911,TX,40.89,22.60,21.82,14.69,0.00,0.00,2001-09-11,2001-09-17,2
20010904,TX,31.93,29.39,27.71,10.97,0.00,0.00,2001-09-04,2001-09-10,2
20010828,TX,15.38,27.18,35.45,20.72,1.27,0.00,2001-08-28,2001-09-03,2
20010821,TX,14.74,19.82,38.79,25.53,1.12,0.00,2001-08-21,2001-08-27,2
20010814,TX,13.54,16.98,40.22,27.79,1.47,0.00,2001-08-14,2001-08-20,2
20010807,TX,6.15,10.98,44.62,33.40,4.85,0.00,2001-08-07,2001-08-13,2
20010731,TX,8.94,16.86,43.47,27.15,3.57,0.00,2001-07-31,2001-08-06,2
20010724,TX,11.21,33.88,32.01,21.42,1.47,0.00,2001-07-24,2001-07-30,2
20010717,TX,19.83,36.71,25.38,18.09,0.00,0.00,2001-07-17,2001-07-23,2
20010710,TX,34.68,27.03,30.24,8.05,0.00,0.00,2001-07-10,2001-07-16,2
20010703,TX,40.27,24.19,27.49,8.05,0.00,0.00,2001-07-03,2001-07-09,2
20010626,TX,29.86,45.78,17.05,7.30,0.00,0.00,2001-06-26,2001-07-02,2
20010619,TX,46.27,31.24,15.18,7.30,0.00,0.00,2001-06-19,2001-06-25,2
20010612,TX,62.02,22.93,11.40,3.65,0.00,0.00,2001-06-12,2001-06-18,2
20010605,TX,70.78,16.88,9.05,3.29,0.00,0.00,2001-06-05,2001-06-11,2
20010529,TX,70.32,17.34,9.05,3.29,0.00,0.00,2001-05-29,2001-06-04,2
20010522,TX,70.32,16.96,9.44,3.29,0.00,0.00,2001-05-22,2001-05-28,2
20010515,TX,70.40,16.88,10.72,2.00,0.00,0.00,2001-05-15,2001-05-21,2
20010508,TX,70.40,16.31,11.30,2.00,0.00,0.00,2001-05-08,2001-05-14,2
20010501,TX,67.39,19.50,11.11,2.00,0.00,0.00,2001-05-01,2001-05-07,2
20010424,TX,69.02,17.56,11.43,2.00,0.00,0.00,2001-04-24,2001-04-30,2
20010417,TX,69.02,17.56,11.43,2.00,0.00,0.00,2001-04-17,2001-04-23,2
20010410,TX,72.42,14.11,11.04,2.43,0.00,0.00,2001-04-10,2001-04-16,2
20010403,TX,73.40,14.05,10.11,2.43,0.00,0.00,2001-04-03,2001-04-09,2
20010327,TX,73.10,14.36,10.11,2.43,0.00,0.00,2001-03-27,2001-04-02,2
20010320,TX,70.09,17.36,10.11,2.43,0.00,0.00,2001-03-20,2001-03-26,2
20010313,TX,70.09,17.36,10.11,2.43,0.00,0.00,2001-03-13,2001-03-19,2
20010306,TX,70.18,17.27,10.11,2.43,0.00,0.00,2001-03-06,2001-03-12,2
20010227,TX,70.45,18.30,8.82,2.43,0.00,0.00,2001-02-27,2001-03-05,2
20010220,TX,71.26,17.49,8.82,2.43,0.00,0.00,2001-02-20,2001-02-26,2
20010213,TX,70.54,18.21,8.82,2.43,0.00,0.00,2001-02-13,2001-02-19,2
20010206,TX,70.54,18.21,8.82,2.43,0.00,0.00,2001-02-06,2001-02-12,2
20010130,TX,68.52,18.12,10.93,2.43,0.00,0.00,2001-01-30,2001-02-05,2
20010123,TX,67.52,18.21,12.28,1.99,0.00,0.00,2001-01-23,2001-01-29,2
20010116,TX,62.64,22.42,13.26,1.68,0.00,0.00,2001-01-16,2001-01-22,2
20010109,TX,62.64,22.42,13.26,1.68,0.00,0.00,2001-01-09,2001-01-15,2
20010102,TX,62.64,22.42,13.26,1.68,0.00,0.00,2001-01-02,2001-01-08,2
20001226,TX,62.64,22.42,13.26,1.68,0.00,0.00,2000-12-26,2001-01-01,2
20001219,TX,61.36,21.02,15.94,1.68,0.00,0.00,2000-12-19,2000-12-25,2
20001212,TX,61.41,21.45,15.46,1.68,0.00,0.00,2000-12-12,2000-12-18,2
20001205,TX,61.41,21.45,15.46,1.68,0.00,0.00,2000-12-05,2000-12-11,2
20001128,TX,55.13,27.73,15.46,1.68,0.00,0.00,2000-11-28,2000-12-04,2
20001121,TX,53.28,29.57,15.46,1.68,0.00,0.00,2000-11-21,2000-11-27,2
20001114,TX,50.33,28.46,18.89,2.32,0.00,0.00,2000-11-14,2000-11-20,2
20001107,TX,53.14,27.15,17.45,2.26,0.00,0.00,2000-11-07,2000-11-13,2
20001031,TX,2.84,10.97,61.98,20.35,3.86,0.00,2000-10-31,2000-11-06,2
20001024,TX,0.06,8.89,66.42,16.72,7.93,0.00,2000-10-24,2000-10-30,2
20001017,TX,0.00,0.06,33.00,51.00,15.95,0.00,2000-10-17,2000-10-23,2
20001010,TX,0.00,0.19,27.32,53.22,19.27,0.00,2000-10-10,2000-10-16,2
20001003,TX,0.00,0.19,12.17,71.56,16.08,0.00,2000-10-03,2000-10-09,2
20000926,TX,0.00,0.19,12.30,71.43,16.08,0.00,2000-09-26,2000-10-02,2
20000919,TX,0.19,0.54,8.57,71.52,16.90,2.27,2000-09-19,2000-09-25,2
20000912,TX,0.19,0.54,10.70,66.07,20.22,2.27,2000-09-12,2000-09-18,2
20000905,TX,0.19,3.83,31.68,46.02,16.01,2.27,2000-09-05,2000-09-11,2
20000829,TX,0.19,29.30,33.35,28.29,8.87,0.00,2000-08-29,2000-09-04,2
20000822,TX,16.20,25.89,33.74,20.65,3.53,0.00,2000-08-22,2000-08-28,2
20000815,TX,15.74,32.21,28.97,23.08,0.00,0.00,2000-08-15,2000-08-21,2
20000808,TX,19.46,32.48,31.88,16.17,0.00,0.00,2000-08-08,2000-08-14,2
20000801,TX,21.82,35.09,33.39,9.70,0.00,0.00,2000-08-01,2000-08-07,2
20000725,TX,22.90,45.33,25.87,5.90,0.00,0.00,2000-07-25,2000-07-31,2
20000718,TX,22.90,55.19,20.12,1.79,0.00,0.00,2000-07-18,2000-07-24,2
20000711,TX,41.83,46.17,10.21,1.79,0.00,0.00,2000-07-11,2000-07-17,2
20000704,TX,50.74,37.26,12.00,0.00,0.00,0.00,2000-07-04,2000-07-10,2
20000627,TX,43.18,22.20,24.61,10.02,0.00,0.00,2000-06-27,2000-07-03,2
20000620,TX,52.59,13.14,12.68,4.11,17.48,0.00,2000-06-20,2000-06-26,2
20000613,TX,52.01,13.73,10.62,4.96,18.69,0.00,2000-06-13,2000-06-19,2
20000606,TX,50.31,15.42,10.62,4.96,18.69,0.00,2000-06-06,2000-06-12,2
20000530,TX,29.96,16.14,18.02,14.47,21.42,0.00,2000-05-30,2000-06-05,2
20000523,TX,28.28,23.35,12.47,18.11,17.78,0.00,2000-05-23,2000-05-29,2
20000516,TX,16.81,20.78,22.97,23.10,16.35,0.00,2000-05-16,2000-05-22,2
20000509,TX,17.01,20.75,23.15,25.19,13.89,0.00,2000-05-09,2000-05-15,2
20000502,TX,17.02,15.17,28.62,25.30,13.89,0.00,2000-05-02,2000-05-08,2
20000425,TX,14.53,17.66,18.83,35.49,13.49,0.00,2000-04-25,2000-05-01,2
20000418,TX,13.87,17.57,19.66,48.89,0.00,0.00,2000-04-18,2000-04-24,2
20000411,TX,12.64,17.15,19.36,50.85,0.00,0.00,2000-04-11,2000-04-17,2
20000404,TX,10.41,20.40,17.46,51.73,0.00,0.00,2000-04-04,2000-04-10,2
20000328,TX,8.38,16.84,24.50,50.28,0.00,0.00,2000-03-28,2000-04-03,2
20000321,TX,0.00,8.05,21.03,70.92,0.00,0.00,2000-03-21,2000-03-27,2
20000314,TX,0.00,5.37,19.57,75.06,0.00,0.00,2000-03-14,2000-03-20,2
20000307,TX,0.00,5.81,19.13,75.06,0.00,0.00,2000-03-07,2000-03-13,2
20000229,TX,0.00,3.95,21.23,74.82,0.00,0.00,2000-02-29,2000-03-06,2
20000222,TX,0.00,14.05,28.42,57.53,0.00,0.00,2000-02-22,2000-02-28,2
20000215,TX,0.00,14.85,29.02,56.13,0.00,0.00,2000-02-15,2000-02-21,2
20000208,TX,0.00,18.39,25.48,56.13,0.00,0.00,2000-02-08,2000-02-14,2
20000201,TX,0.00,18.39,25.48,56.13,0.00,0.00,2000-02-01,2000-02-07,2
20000125,TX,0.00,25.15,23.29,51.56,0.00,0.00,2000-01-25,2000-01-31,2
20000118,TX,0.00,25.15,23.29,51.56,0.00,0.00,2000-01-18,2000-01-24,2
20000111,TX,0.17,24.98,23.29,51.56,0.00,0.00,2000-01-11,2000-01-17,2
20000104,TX,2.56,23.71,22.18,51.55,0.00,0.00,2000-01-04,2000-01-10,2
